,DOM_MW,hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,lag1,lag2,lag3,prediction,isFuture,pred
2019-04-25 00:00:00,,0,3,2,4,2019,115,25,17,8359.0,8637.0,7987.0,,True,8599.868
2019-04-25 01:00:00,,1,3,2,4,2019,115,25,17,7678.0,7957.0,7410.0,,True,7892.785
2019-04-25 02:00:00,,2,3,2,4,2019,115,25,17,7456.0,7575.0,7083.0,,True,7593.4336
2019-04-25 03:00:00,,3,3,2,4,2019,115,25,17,6739.0,7394.0,6912.0,,True,7365.9263
2019-04-25 04:00:00,,4,3,2,4,2019,115,25,17,7190.0,7304.0,6857.0,,True,7419.3223
2019-04-25 05:00:00,,5,3,2,4,2019,115,25,17,7656.0,7454.0,7064.0,,True,7627.9375
2019-04-25 06:00:00,,6,3,2,4,2019,115,25,17,7733.0,8130.0,7682.0,,True,8044.855
2019-04-25 07:00:00,,7,3,2,4,2019,115,25,17,9053.0,9097.0,8726.0,,True,9016.129
2019-04-25 08:00:00,,8,3,2,4,2019,115,25,17,9865.0,9536.0,9312.0,,True,9795.733
2019-04-25 09:00:00,,9,3,2,4,2019,115,25,17,9260.0,9635.0,9445.0,,True,9686.973
2019-04-25 10:00:00,,10,3,2,4,2019,115,25,17,9031.0,9896.0,9505.0,,True,9745.605
2019-04-25 11:00:00,,11,3,2,4,2019,115,25,17,8675.0,10177.0,9619.0,,True,9569.211
2019-04-25 12:00:00,,12,3,2,4,2019,115,25,17,9317.0,10569.0,9616.0,,True,9950.154
2019-04-25 13:00:00,,13,3,2,4,2019,115,25,17,9338.0,11001.0,9549.0,,True,10126.258
2019-04-25 14:00:00,,14,3,2,4,2019,115,25,17,9424.0,11462.0,9515.0,,True,10273.051
2019-04-25 15:00:00,,15,3,2,4,2019,115,25,17,9512.0,11822.0,9515.0,,True,10334.678
2019-04-25 16:00:00,,16,3,2,4,2019,115,25,17,9658.0,12217.0,9462.0,,True,10357.175
2019-04-25 17:00:00,,17,3,2,4,2019,115,25,17,9790.0,12453.0,9598.0,,True,10531.255
2019-04-25 18:00:00,,18,3,2,4,2019,115,25,17,9922.0,12474.0,9766.0,,True,10755.002
2019-04-25 19:00:00,,19,3,2,4,2019,115,25,17,9973.0,12224.0,9882.0,,True,10751.006
2019-04-25 20:00:00,,20,3,2,4,2019,115,25,17,10132.0,12049.0,9983.0,,True,10836.664
2019-04-25 21:00:00,,21,3,2,4,2019,115,25,17,10456.0,12214.0,10035.0,,True,10986.162
2019-04-25 22:00:00,,22,3,2,4,2019,115,25,17,10038.0,11626.0,9576.0,,True,10641.982
2019-04-25 23:00:00,,23,3,2,4,2019,115,25,17,9221.0,10648.0,8768.0,,True,9607.462
2019-04-26 00:00:00,,0,4,2,4,2019,116,26,17,8460.0,9519.0,8067.0,,True,8794.919
2019-04-26 01:00:00,,1,4,2,4,2019,116,26,17,7879.0,8718.0,7541.0,,True,8269.316
2019-04-26 02:00:00,,2,4,2,4,2019,116,26,17,7558.0,8136.0,7268.0,,True,7721.0664
2019-04-26 03:00:00,,3,4,2,4,2019,116,26,17,7407.0,7820.0,7143.0,,True,7659.629
2019-04-26 04:00:00,,4,4,2,4,2019,116,26,17,7392.0,7677.0,7119.0,,True,7596.5625
2019-04-26 05:00:00,,5,4,2,4,2019,116,26,17,7575.0,7815.0,7356.0,,True,7711.046
2019-04-26 06:00:00,,6,4,2,4,2019,116,26,17,8198.0,8381.0,7984.0,,True,8430.258
2019-04-26 07:00:00,,7,4,2,4,2019,116,26,17,9190.0,9403.0,9067.0,,True,9298.442
2019-04-26 08:00:00,,8,4,2,4,2019,116,26,17,9634.0,10014.0,9621.0,,True,9947.938
2019-04-26 09:00:00,,9,4,2,4,2019,116,26,17,9627.0,10505.0,9717.0,,True,10043.674
2019-04-26 10:00:00,,10,4,2,4,2019,116,26,17,9608.0,10977.0,9793.0,,True,10231.603
2019-04-26 11:00:00,,11,4,2,4,2019,116,26,17,9613.0,11454.0,9847.0,,True,10343.298
2019-04-26 12:00:00,,12,4,2,4,2019,116,26,17,9603.0,11937.0,9749.0,,True,10363.092
2019-04-26 13:00:00,,13,4,2,4,2019,116,26,17,9652.0,12359.0,9677.0,,True,10369.833
2019-04-26 14:00:00,,14,4,2,4,2019,116,26,17,9578.0,12924.0,9569.0,,True,10375.682
2019-04-26 15:00:00,,15,4,2,4,2019,116,26,17,9683.0,13406.0,9482.0,,True,10418.498
2019-04-26 16:00:00,,16,4,2,4,2019,116,26,17,9650.0,13820.0,9502.0,,True,10406.927
2019-04-26 17:00:00,,17,4,2,4,2019,116,26,17,9692.0,14122.0,9406.0,,True,10467.401
2019-04-26 18:00:00,,18,4,2,4,2019,116,26,17,9695.0,14127.0,9464.0,,True,10528.565
2019-04-26 19:00:00,,19,4,2,4,2019,116,26,17,9618.0,13780.0,9422.0,,True,10456.167
2019-04-26 20:00:00,,20,4,2,4,2019,116,26,17,9619.0,13233.0,9561.0,,True,10483.723
2019-04-26 21:00:00,,21,4,2,4,2019,116,26,17,9867.0,13049.0,9736.0,,True,10717.431
2019-04-26 22:00:00,,22,4,2,4,2019,116,26,17,9599.0,12456.0,9411.0,,True,10374.846
2019-04-26 23:00:00,,23,4,2,4,2019,116,26,17,9026.0,11515.0,8842.0,,True,9924.734
2019-04-27 00:00:00,,0,5,2,4,2019,117,27,17,8394.0,10547.0,8224.0,,True,8943.526
2019-04-27 01:00:00,,1,5,2,4,2019,117,27,17,7922.0,9694.0,7600.0,,True,8566.541
2019-04-27 02:00:00,,2,5,2,4,2019,117,27,17,7570.0,9150.0,7354.0,,True,8320.566
2019-04-27 03:00:00,,3,5,2,4,2019,117,27,17,7477.0,8787.0,7159.0,,True,8233.877
2019-04-27 04:00:00,,4,5,2,4,2019,117,27,17,7387.0,8631.0,7052.0,,True,8050.1284
2019-04-27 05:00:00,,5,5,2,4,2019,117,27,17,7386.0,8526.0,7138.0,,True,8050.1284
2019-04-27 06:00:00,,6,5,2,4,2019,117,27,17,7622.0,8649.0,7341.0,,True,8107.21
2019-04-27 07:00:00,,7,5,2,4,2019,117,27,17,7940.0,8845.0,7655.0,,True,8489.423
2019-04-27 08:00:00,,8,5,2,4,2019,117,27,17,8285.0,9447.0,8148.0,,True,8952.973
2019-04-27 09:00:00,,9,5,2,4,2019,117,27,17,8562.0,10219.0,8695.0,,True,9299.318
2019-04-27 10:00:00,,10,5,2,4,2019,117,27,17,8726.0,10869.0,9040.0,,True,9645.88
2019-04-27 11:00:00,,11,5,2,4,2019,117,27,17,8808.0,11559.0,9238.0,,True,9882.978
2019-04-27 12:00:00,,12,5,2,4,2019,117,27,17,8910.0,12298.0,9153.0,,True,9958.227
2019-04-27 13:00:00,,13,5,2,4,2019,117,27,17,9028.0,13128.0,9054.0,,True,10112.501
2019-04-27 14:00:00,,14,5,2,4,2019,117,27,17,9105.0,13722.0,8859.0,,True,10118.35
2019-04-27 15:00:00,,15,5,2,4,2019,117,27,17,9194.0,14299.0,8690.0,,True,10184.081
2019-04-27 16:00:00,,16,5,2,4,2019,117,27,17,9304.0,14705.0,8665.0,,True,10217.636
2019-04-27 17:00:00,,17,5,2,4,2019,117,27,17,9370.0,14791.0,8665.0,,True,10260.45
2019-04-27 18:00:00,,18,5,2,4,2019,117,27,17,9479.0,14716.0,8810.0,,True,10295.255
2019-04-27 19:00:00,,19,5,2,4,2019,117,27,17,9549.0,14434.0,8940.0,,True,10312.698
2019-04-27 20:00:00,,20,5,2,4,2019,117,27,17,9649.0,14024.0,9145.0,,True,10297.138
2019-04-27 21:00:00,,21,5,2,4,2019,117,27,17,9811.0,13912.0,9416.0,,True,10628.25
2019-04-27 22:00:00,,22,5,2,4,2019,117,27,17,9493.0,13273.0,9174.0,,True,10171.717
2019-04-27 23:00:00,,23,5,2,4,2019,117,27,17,8959.0,12297.0,8696.0,,True,9959.917
2019-04-28 00:00:00,,0,6,2,4,2019,118,28,17,8371.0,11260.0,8153.0,,True,9011.071
2019-04-28 01:00:00,,1,6,2,4,2019,118,28,17,7781.0,10352.0,7658.0,,True,8628.182
2019-04-28 02:00:00,,2,6,2,4,2019,118,28,17,7406.0,9694.0,7354.0,,True,8380.985
2019-04-28 03:00:00,,3,6,2,4,2019,118,28,17,7182.0,9193.0,7210.0,,True,8141.2837
2019-04-28 04:00:00,,4,6,2,4,2019,118,28,17,7098.0,8842.0,7132.0,,True,8015.9355
2019-04-28 05:00:00,,5,6,2,4,2019,118,28,17,7136.0,8676.0,7146.0,,True,7930.633
2019-04-28 06:00:00,,6,6,2,4,2019,118,28,17,7332.0,8643.0,7266.0,,True,8013.2603
2019-04-28 07:00:00,,7,6,2,4,2019,118,28,17,7644.0,8682.0,7526.0,,True,8342.245
2019-04-28 08:00:00,,8,6,2,4,2019,118,28,17,8022.0,9121.0,7909.0,,True,8814.461
2019-04-28 09:00:00,,9,6,2,4,2019,118,28,17,8370.0,9961.0,8447.0,,True,9240.312
2019-04-28 10:00:00,,10,6,2,4,2019,118,28,17,8579.0,10792.0,8882.0,,True,9496.83
2019-04-28 11:00:00,,11,6,2,4,2019,118,28,17,8618.0,11665.0,9023.0,,True,9735.394
2019-04-28 12:00:00,,12,6,2,4,2019,118,28,17,8602.0,12442.0,9037.0,,True,9752.881
2019-04-28 13:00:00,,13,6,2,4,2019,118,28,17,8548.0,13090.0,9056.0,,True,9805.739
2019-04-28 14:00:00,,14,6,2,4,2019,118,28,17,8466.0,13644.0,9046.0,,True,9811.588
2019-04-28 15:00:00,,15,6,2,4,2019,118,28,17,8394.0,14120.0,8995.0,,True,9861.76
2019-04-28 16:00:00,,16,6,2,4,2019,118,28,17,8386.0,14232.0,8977.0,,True,9882.509
2019-04-28 17:00:00,,17,6,2,4,2019,118,28,17,8489.0,14544.0,9074.0,,True,9918.6455
2019-04-28 18:00:00,,18,6,2,4,2019,118,28,17,8718.0,14589.0,9229.0,,True,10045.416
2019-04-28 19:00:00,,19,6,2,4,2019,118,28,17,9008.0,14291.0,9364.0,,True,10284.174
2019-04-28 20:00:00,,20,6,2,4,2019,118,28,17,9388.0,13916.0,9620.0,,True,10366.64
2019-04-28 21:00:00,,21,6,2,4,2019,118,28,17,9910.0,13777.0,9945.0,,True,10733.451
2019-04-28 22:00:00,,22,6,2,4,2019,118,28,17,9633.0,13113.0,9579.0,,True,10316.584
2019-04-28 23:00:00,,23,6,2,4,2019,118,28,17,9052.0,11877.0,8825.0,,True,10061.859
2019-04-29 00:00:00,,0,0,2,4,2019,119,29,18,8370.0,10588.0,8086.0,,True,8919.348
2019-04-29 01:00:00,,1,0,2,4,2019,119,29,18,8040.0,9623.0,7555.0,,True,8508.256
2019-04-29 02:00:00,,2,0,2,4,2019,119,29,18,7932.0,9071.0,7254.0,,True,8225.34
2019-04-29 03:00:00,,3,0,2,4,2019,119,29,18,7945.0,8724.0,7096.0,,True,8183.111
2019-04-29 04:00:00,,4,0,2,4,2019,119,29,18,8113.0,8548.0,7111.0,,True,8132.061
2019-04-29 05:00:00,,5,0,2,4,2019,119,29,18,8506.0,8674.0,7327.0,,True,8236.484
2019-04-29 06:00:00,,6,0,2,4,2019,119,29,18,9301.0,9327.0,7967.0,,True,8996.834
2019-04-29 07:00:00,,7,0,2,4,2019,119,29,18,10579.0,10281.0,8938.0,,True,9845.3955
2019-04-29 08:00:00,,8,0,2,4,2019,119,29,18,10777.0,10934.0,9555.0,,True,10485.196
2019-04-29 09:00:00,,9,0,2,4,2019,119,29,18,10221.0,11236.0,9633.0,,True,10491.925
2019-04-29 10:00:00,,10,0,2,4,2019,119,29,18,9862.0,11579.0,9814.0,,True,10447.534
2019-04-29 11:00:00,,11,0,2,4,2019,119,29,18,9573.0,11966.0,10014.0,,True,10384.996
2019-04-29 12:00:00,,12,0,2,4,2019,119,29,18,9460.0,12392.0,10227.0,,True,10374.009
2019-04-29 13:00:00,,13,0,2,4,2019,119,29,18,9318.0,12647.0,10499.0,,True,10466.978
2019-04-29 14:00:00,,14,0,2,4,2019,119,29,18,9215.0,13151.0,10847.0,,True,10556.589
2019-04-29 15:00:00,,15,0,2,4,2019,119,29,18,9183.0,13450.0,11134.0,,True,10698.157
2019-04-29 16:00:00,,16,0,2,4,2019,119,29,18,9188.0,13771.0,11450.0,,True,10745.484
2019-04-29 17:00:00,,17,0,2,4,2019,119,29,18,9303.0,13819.0,11785.0,,True,10820.773
2019-04-29 18:00:00,,18,0,2,4,2019,119,29,18,9398.0,13770.0,11892.0,,True,10858.61
2019-04-29 19:00:00,,19,0,2,4,2019,119,29,18,9577.0,13546.0,11810.0,,True,10890.942
2019-04-29 20:00:00,,20,0,2,4,2019,119,29,18,9762.0,13339.0,11771.0,,True,11008.885
2019-04-29 21:00:00,,21,0,2,4,2019,119,29,18,10151.0,13298.0,11678.0,,True,11329.296
2019-04-29 22:00:00,,22,0,2,4,2019,119,29,18,9854.0,12509.0,10817.0,,True,10841.406
2019-04-29 23:00:00,,23,0,2,4,2019,119,29,18,9001.0,11304.0,9733.0,,True,10009.605
2019-04-30 00:00:00,,0,1,2,4,2019,120,30,18,8238.0,10254.0,8818.0,,True,8897.662
2019-04-30 01:00:00,,1,1,2,4,2019,120,30,18,7771.0,9447.0,8171.0,,True,8584.959
2019-04-30 02:00:00,,2,1,2,4,2019,120,30,18,7549.0,8980.0,7720.0,,True,8218.065
2019-04-30 03:00:00,,3,1,2,4,2019,120,30,18,7516.0,8657.0,7501.0,,True,8014.277
2019-04-30 04:00:00,,4,1,2,4,2019,120,30,18,7553.0,8415.0,7416.0,,True,7891.1597
2019-04-30 05:00:00,,5,1,2,4,2019,120,30,18,7887.0,8512.0,7539.0,,True,8112.069
2019-04-30 06:00:00,,6,1,2,4,2019,120,30,18,8703.0,9005.0,8094.0,,True,8685.947
2019-04-30 07:00:00,,7,1,2,4,2019,120,30,18,9652.0,9800.0,9129.0,,True,9540.537
2019-04-30 08:00:00,,8,1,2,4,2019,120,30,18,9970.0,10305.0,9745.0,,True,10068.934
2019-04-30 09:00:00,,9,1,2,4,2019,120,30,18,9602.0,10465.0,9883.0,,True,10092.253
2019-04-30 10:00:00,,10,1,2,4,2019,120,30,18,9491.0,10664.0,9972.0,,True,10083.971
2019-04-30 11:00:00,,11,1,2,4,2019,120,30,18,9478.0,10823.0,10105.0,,True,10227.127
2019-04-30 12:00:00,,12,1,2,4,2019,120,30,18,9501.0,10972.0,10204.0,,True,10254.167
2019-04-30 13:00:00,,13,1,2,4,2019,120,30,18,9601.0,11070.0,10318.0,,True,10366.972
2019-04-30 14:00:00,,14,1,2,4,2019,120,30,18,9728.0,11231.0,10474.0,,True,10513.828
2019-04-30 15:00:00,,15,1,2,4,2019,120,30,18,9916.0,11412.0,10609.0,,True,10676.825
2019-04-30 16:00:00,,16,1,2,4,2019,120,30,18,10266.0,11640.0,10673.0,,True,10960.604
2019-04-30 17:00:00,,17,1,2,4,2019,120,30,18,10562.0,11848.0,10788.0,,True,11103.703
2019-04-30 18:00:00,,18,1,2,4,2019,120,30,18,10825.0,11909.0,10899.0,,True,11216.578
2019-04-30 19:00:00,,19,1,2,4,2019,120,30,18,10973.0,11688.0,10750.0,,True,11203.378
2019-04-30 20:00:00,,20,1,2,4,2019,120,30,18,10908.0,11337.0,10677.0,,True,10969.509
2019-04-30 21:00:00,,21,1,2,4,2019,120,30,18,11002.0,11226.0,10786.0,,True,10981.743
2019-04-30 22:00:00,,22,1,2,4,2019,120,30,18,10418.0,10624.0,10221.0,,True,10458.819
2019-04-30 23:00:00,,23,1,2,4,2019,120,30,18,9504.0,9511.0,9288.0,,True,9557.491
2019-05-01 00:00:00,,0,2,2,5,2019,121,1,18,8569.0,8659.0,8425.0,,True,8639.456
2019-05-01 01:00:00,,1,2,2,5,2019,121,1,18,7897.0,7832.0,7765.0,,True,7921.494
2019-05-01 02:00:00,,2,2,2,5,2019,121,1,18,7517.0,7586.0,7394.0,,True,7661.419
2019-05-01 03:00:00,,3,2,2,5,2019,121,1,18,7340.0,7359.0,7177.0,,True,7500.3516
2019-05-01 04:00:00,,4,2,2,5,2019,121,1,18,7304.0,7277.0,7114.0,,True,7500.3516
2019-05-01 05:00:00,,5,2,2,5,2019,121,1,18,7373.0,7406.0,7250.0,,True,7526.9644
2019-05-01 06:00:00,,6,2,2,5,2019,121,1,18,7970.0,7977.0,7836.0,,True,8149.6436
2019-05-01 07:00:00,,7,2,2,5,2019,121,1,18,8955.0,8861.0,8765.0,,True,8933.713
2019-05-01 08:00:00,,8,2,2,5,2019,121,1,18,9412.0,9326.0,9365.0,,True,9556.132
2019-05-01 09:00:00,,9,2,2,5,2019,121,1,18,9467.0,9449.0,9482.0,,True,9804.592
2019-05-01 10:00:00,,10,2,2,5,2019,121,1,18,9624.0,9576.0,9534.0,,True,9850.529
2019-05-01 11:00:00,,11,2,2,5,2019,121,1,18,9948.0,9630.0,9575.0,,True,9987.328
2019-05-01 12:00:00,,12,2,2,5,2019,121,1,18,10372.0,9814.0,9626.0,,True,10192.996
2019-05-01 13:00:00,,13,2,2,5,2019,121,1,18,10817.0,9923.0,9541.0,,True,10387.589
2019-05-01 14:00:00,,14,2,2,5,2019,121,1,18,11299.0,10101.0,9567.0,,True,10566.349
2019-05-01 15:00:00,,15,2,2,5,2019,121,1,18,11687.0,10274.0,9562.0,,True,10674.89
2019-05-01 16:00:00,,16,2,2,5,2019,121,1,18,12222.0,10414.0,9604.0,,True,10808.204
2019-05-01 17:00:00,,17,2,2,5,2019,121,1,18,12619.0,10620.0,9625.0,,True,10953.209
2019-05-01 18:00:00,,18,2,2,5,2019,121,1,18,12912.0,10687.0,9718.0,,True,11094.732
2019-05-01 19:00:00,,19,2,2,5,2019,121,1,18,12895.0,10577.0,9818.0,,True,11073.488
2019-05-01 20:00:00,,20,2,2,5,2019,121,1,18,12651.0,10388.0,9798.0,,True,11011.823
2019-05-01 21:00:00,,21,2,2,5,2019,121,1,18,12564.0,10529.0,10091.0,,True,11020.936
2019-05-01 22:00:00,,22,2,2,5,2019,121,1,18,11902.0,10033.0,9703.0,,True,10687.3
2019-05-01 23:00:00,,23,2,2,5,2019,121,1,18,10820.0,9159.0,8898.0,,True,9985.038
2019-05-02 00:00:00,,0,3,2,5,2019,122,2,18,9718.0,8276.0,8055.0,,True,8966.858
2019-05-02 01:00:00,,1,3,2,5,2019,122,2,18,8851.0,7637.0,7525.0,,True,8163.4043
2019-05-02 02:00:00,,2,3,2,5,2019,122,2,18,8283.0,7324.0,7181.0,,True,7753.315
2019-05-02 03:00:00,,3,3,2,5,2019,122,2,18,7971.0,7130.0,7042.0,,True,7691.811
2019-05-02 04:00:00,,4,3,2,5,2019,122,2,18,7743.0,7130.0,7026.0,,True,7580.15
2019-05-02 05:00:00,,5,3,2,5,2019,122,2,18,7825.0,7287.0,7203.0,,True,7605.641
2019-05-02 06:00:00,,6,3,2,5,2019,122,2,18,8333.0,7935.0,7903.0,,True,8272.176
2019-05-02 07:00:00,,7,3,2,5,2019,122,2,18,9178.0,8850.0,8983.0,,True,9112.274
2019-05-02 08:00:00,,8,3,2,5,2019,122,2,18,9805.0,9227.0,9563.0,,True,9768.528
2019-05-02 09:00:00,,9,3,2,5,2019,122,2,18,10039.0,9208.0,9710.0,,True,9854.511
2019-05-02 10:00:00,,10,3,2,5,2019,122,2,18,10397.0,9240.0,9793.0,,True,10158.148
2019-05-02 11:00:00,,11,3,2,5,2019,122,2,18,10966.0,9354.0,9843.0,,True,10283.333
2019-05-02 12:00:00,,12,3,2,5,2019,122,2,18,11583.0,9489.0,9845.0,,True,10570.924
2019-05-02 13:00:00,,13,3,2,5,2019,122,2,18,12302.0,9671.0,9791.0,,True,10692.278
2019-05-02 14:00:00,,14,3,2,5,2019,122,2,18,12957.0,9781.0,9731.0,,True,10930.79
2019-05-02 15:00:00,,15,3,2,5,2019,122,2,18,13454.0,9875.0,9721.0,,True,11215.929
2019-05-02 16:00:00,,16,3,2,5,2019,122,2,18,14000.0,9966.0,9681.0,,True,11340.386
2019-05-02 17:00:00,,17,3,2,5,2019,122,2,18,14347.0,10053.0,9827.0,,True,11386.679
2019-05-02 18:00:00,,18,3,2,5,2019,122,2,18,14488.0,10080.0,9977.0,,True,11424.221
2019-05-02 19:00:00,,19,3,2,5,2019,122,2,18,14247.0,10169.0,10043.0,,True,11424.221
2019-05-02 20:00:00,,20,3,2,5,2019,122,2,18,13856.0,10257.0,10187.0,,True,11397.988
2019-05-02 21:00:00,,21,3,2,5,2019,122,2,18,13699.0,10432.0,10358.0,,True,11408.978
2019-05-02 22:00:00,,22,3,2,5,2019,122,2,18,12973.0,9952.0,9922.0,,True,11001.533
2019-05-02 23:00:00,,23,3,2,5,2019,122,2,18,11757.0,9184.0,9146.0,,True,10176.93
2019-05-03 00:00:00,,0,4,2,5,2019,123,3,18,10556.0,8404.0,8445.0,,True,9295.532
2019-05-03 01:00:00,,1,4,2,5,2019,123,3,18,9627.0,7863.0,7918.0,,True,8651.909
2019-05-03 02:00:00,,2,4,2,5,2019,123,3,18,8909.0,7597.0,7647.0,,True,8077.34
2019-05-03 03:00:00,,3,4,2,5,2019,123,3,18,8481.0,7420.0,7501.0,,True,7875.8438
2019-05-03 04:00:00,,4,4,2,5,2019,123,3,18,8273.0,7402.0,7483.0,,True,7821.3013
2019-05-03 05:00:00,,5,4,2,5,2019,123,3,18,8291.0,7678.0,7654.0,,True,7890.8994
2019-05-03 06:00:00,,6,4,2,5,2019,123,3,18,8801.0,8222.0,8336.0,,True,8511.545
2019-05-03 07:00:00,,7,4,2,5,2019,123,3,18,9611.0,9285.0,9386.0,,True,9443.704
2019-05-03 08:00:00,,8,4,2,5,2019,123,3,18,10158.0,9922.0,9862.0,,True,10126.198
2019-05-03 09:00:00,,9,4,2,5,2019,123,3,18,10411.0,10104.0,9919.0,,True,10338.256
2019-05-03 10:00:00,,10,4,2,5,2019,123,3,18,10752.0,10245.0,10010.0,,True,10500.556
2019-05-03 11:00:00,,11,4,2,5,2019,123,3,18,11187.0,10392.0,10025.0,,True,10569.968
2019-05-03 12:00:00,,12,4,2,5,2019,123,3,18,11922.0,10459.0,9899.0,,True,10736.347
2019-05-03 13:00:00,,13,4,2,5,2019,123,3,18,12612.0,10441.0,9782.0,,True,10904.371
2019-05-03 14:00:00,,14,4,2,5,2019,123,3,18,13279.0,10404.0,9688.0,,True,11262.406
2019-05-03 15:00:00,,15,4,2,5,2019,123,3,18,13901.0,10481.0,9525.0,,True,11286.523
2019-05-03 16:00:00,,16,4,2,5,2019,123,3,18,14382.0,10526.0,9464.0,,True,11291.712
2019-05-03 17:00:00,,17,4,2,5,2019,123,3,18,14676.0,10658.0,9509.0,,True,11333.732
2019-05-03 18:00:00,,18,4,2,5,2019,123,3,18,14583.0,10620.0,9546.0,,True,11363.386
2019-05-03 19:00:00,,19,4,2,5,2019,123,3,18,14134.0,10547.0,9501.0,,True,11331.721
2019-05-03 20:00:00,,20,4,2,5,2019,123,3,18,13702.0,10411.0,9517.0,,True,11293.236
2019-05-03 21:00:00,,21,4,2,5,2019,123,3,18,13339.0,10580.0,9826.0,,True,11334.199
2019-05-03 22:00:00,,22,4,2,5,2019,123,3,18,12563.0,10265.0,9599.0,,True,10839.482
2019-05-03 23:00:00,,23,4,2,5,2019,123,3,18,11644.0,9531.0,9080.0,,True,10204.088
2019-05-04 00:00:00,,0,5,2,5,2019,124,4,18,10595.0,8762.0,8519.0,,True,9376.516
2019-05-04 01:00:00,,1,5,2,5,2019,124,4,18,9696.0,8051.0,8004.0,,True,8740.606
2019-05-04 02:00:00,,2,5,2,5,2019,124,4,18,8975.0,7587.0,7698.0,,True,8203.537
2019-05-04 03:00:00,,3,5,2,5,2019,124,4,18,8599.0,7247.0,7496.0,,True,7807.103
2019-05-04 04:00:00,,4,5,2,5,2019,124,4,18,8277.0,7166.0,7442.0,,True,7807.103
2019-05-04 05:00:00,,5,5,2,5,2019,124,4,18,8180.0,7178.0,7521.0,,True,7793.6235
2019-05-04 06:00:00,,6,5,2,5,2019,124,4,18,8194.0,7351.0,7790.0,,True,7821.5337
2019-05-04 07:00:00,,7,5,2,5,2019,124,4,18,8314.0,7485.0,8078.0,,True,8032.537
2019-05-04 08:00:00,,8,5,2,5,2019,124,4,18,8639.0,7963.0,8465.0,,True,8562.345
2019-05-04 09:00:00,,9,5,2,5,2019,124,4,18,9334.0,8448.0,8855.0,,True,9056.91
2019-05-04 10:00:00,,10,5,2,5,2019,124,4,18,9734.0,8821.0,9042.0,,True,9453.032
2019-05-04 11:00:00,,11,5,2,5,2019,124,4,18,10079.0,9107.0,8940.0,,True,9587.454
2019-05-04 12:00:00,,12,5,2,5,2019,124,4,18,10416.0,9135.0,8948.0,,True,9917.68
2019-05-04 13:00:00,,13,5,2,5,2019,124,4,18,10561.0,9045.0,8863.0,,True,9962.541
2019-05-04 14:00:00,,14,5,2,5,2019,124,4,18,10548.0,8926.0,8762.0,,True,9944.091
2019-05-04 15:00:00,,15,5,2,5,2019,124,4,18,10370.0,8820.0,8546.0,,True,9823.398
2019-05-04 16:00:00,,16,5,2,5,2019,124,4,18,10243.0,8766.0,8501.0,,True,9777.921
2019-05-04 17:00:00,,17,5,2,5,2019,124,4,18,10143.0,8776.0,8541.0,,True,9685.108
2019-05-04 18:00:00,,18,5,2,5,2019,124,4,18,10142.0,8828.0,8650.0,,True,9715.094
2019-05-04 19:00:00,,19,5,2,5,2019,124,4,18,10028.0,8875.0,8774.0,,True,9638.775
2019-05-04 20:00:00,,20,5,2,5,2019,124,4,18,9942.0,8993.0,8903.0,,True,9682.782
2019-05-04 21:00:00,,21,5,2,5,2019,124,4,18,10101.0,9386.0,9262.0,,True,9860.62
2019-05-04 22:00:00,,22,5,2,5,2019,124,4,18,9809.0,9207.0,9125.0,,True,9659.06
2019-05-04 23:00:00,,23,5,2,5,2019,124,4,18,9244.0,8891.0,8563.0,,True,9194.367
2019-05-05 00:00:00,,0,6,2,5,2019,125,5,18,8597.0,7860.0,8031.0,,True,8308.421
2019-05-05 01:00:00,,1,6,2,5,2019,125,5,18,8013.0,7716.0,7522.0,,True,7984.5615
2019-05-05 02:00:00,,2,6,2,5,2019,125,5,18,7667.0,7496.0,7209.0,,True,7607.916
2019-05-05 03:00:00,,3,6,2,5,2019,125,5,18,7377.0,7326.0,7019.0,,True,7495.016
2019-05-05 04:00:00,,4,6,2,5,2019,125,5,18,7301.0,7285.0,6927.0,,True,7465.246
2019-05-05 05:00:00,,5,6,2,5,2019,125,5,18,7298.0,7316.0,6901.0,,True,7465.246
2019-05-05 06:00:00,,6,6,2,5,2019,125,5,18,7362.0,7457.0,7065.0,,True,7520.4453
2019-05-05 07:00:00,,7,6,2,5,2019,125,5,18,7540.0,7660.0,7236.0,,True,7793.849
2019-05-05 08:00:00,,8,6,2,5,2019,125,5,18,7862.0,8045.0,7696.0,,True,8406.534
2019-05-05 09:00:00,,9,6,2,5,2019,125,5,18,8471.0,8416.0,8240.0,,True,8797.685
2019-05-05 10:00:00,,10,6,2,5,2019,125,5,18,8913.0,8675.0,8578.0,,True,9023.466
2019-05-05 11:00:00,,11,6,2,5,2019,125,5,18,9160.0,8702.0,8798.0,,True,9134.375
2019-05-05 12:00:00,,12,6,2,5,2019,125,5,18,9247.0,8624.0,8833.0,,True,9108.019
2019-05-05 13:00:00,,13,6,2,5,2019,125,5,18,9381.0,8663.0,8917.0,,True,9170.781
2019-05-05 14:00:00,,14,6,2,5,2019,125,5,18,9413.0,8650.0,8998.0,,True,9217.266
2019-05-05 15:00:00,,15,6,2,5,2019,125,5,18,9545.0,8596.0,9011.0,,True,9282.102
2019-05-05 16:00:00,,16,6,2,5,2019,125,5,18,9742.0,8575.0,9074.0,,True,9404.8125
